critical_ratio,resonance_ratio,gradient_ratio,energy_ratio,radial_ratio,radial_sign_agrees,lambda_critical_sd,lambda_critical_maxwell,cancellation_gap
0.31,0.603125,1.5,0.6835339554965233,1.3130310556712643,True,-0.7789692046907363,-1.4963569094786324,0.7173877047878962
0.31,0.603125,1.625,0.6835339554965233,1.3533896960173237,True,-0.7532233723659091,-1.4913739731026812,0.7381506007367721
0.31,0.603125,1.75,0.6835339554965233,1.393480436277177,True,-0.729124950246206,-1.4864241133882137,0.7572991631420076
0.31,0.603125,1.875,0.6835339554965233,1.4333059351022779,True,-0.7065207199857284,-1.4815070020810837,0.7749862820953553
0.31,0.603125,2.0,0.6835339554965233,1.4728688160806487,True,-0.685275892124195,-1.476622315256301,0.7913464231321059
0.31,0.6125,0.0,0.6717150072341355,0.8132818516072822,True,-1.3278469144390252,-1.6076963974240461,0.2798494829850209
0.31,0.6125,0.125,0.6717150072341355,0.8564169599826602,True,-1.2529871231231804,-1.597521882533342,0.34453475941016154
0.31,0.6125,0.25,0.6717150072341355,0.8990095296435623,True,-1.1861175814195468,-1.5874753392285936,0.4013577578090468
0.31,0.6125,0.375,0.6717150072341355,0.941069732422059,True,-1.1260238294312919,-1.5775543682239137,0.45153053879262184
0.31,0.6125,0.5,0.6717150072341355,0.9826074874528761,True,-1.0717256579055432,-1.5677566298385217,0.4960309719329785
0.31,0.6125,0.625,0.6717150072341355,1.0236324689721148,True,-1.022423227251606,-1.558079842157222,0.5356566149056159
0.31,0.6125,0.75,0.6717150072341355,1.0641541138289226,True,-0.9774574045617203,-1.548521779258584,0.5710643746968637
0.31,0.6125,0.875,0.6717150072341355,1.1041816287223651,True,-0.9362801259088734,-1.53908026950794,0.6028001435990665
0.31,0.6125,1.0,0.6717150072341355,1.143723997175161,True,-0.8984319470897439,-1.529753193912452,0.6313212468227081
0.31,0.6125,1.125,0.6717150072341355,1.182789986255371,True,-0.8635248277449612,-1.5205384845356331,0.6570136567906719
0.31,0.6125,1.25,0.6717150072341355,1.2213881530566073,True,-0.8312287787491478,-1.511434122968821,0.6802053442196733
0.31,0.6125,1.375,0.6717150072341355,1.2595268509468225,True,-0.8012613979231024,-1.502438138857243,0.7011767409341406
0.31,0.6125,1.5,0.6717150072341355,1.297214235595267,True,-0.7733795905255687,-1.493548608478407,0.7201690179528384
0.31,0.6125,1.625,0.6717150072341355,1.3344582707867394,True,-0.747372960247656,-1.4847636533706587,0.7373906931230028
0.31,0.6125,1.75,0.6717150072341355,1.3712667340318487,True,-0.7230584902817693,-1.4760814390098596,0.7530229487280903
0.31,0.6125,1.875,0.6717150072341355,1.4076472219815823,True,-0.7002762299297112,-1.4675001735322253,0.7672239436025141
0.31,0.6125,2.0,0.6717150072341355,1.4436071556540928,True,-0.6788857717453624,-1.4590181065014503,0.7801323347560879
